ASX Mining & Oil Market - Weekly
"Trading data for the week ending Friday, September 18, 2015"
"XAO 5194.3 at 2015-09-18T17:03:05. Report at Friday, September 18, 2015. Processed Monday at 21/09/2015 3:58:10 PM."



ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change [see notes],Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
LSRO,-,8.279,-,-,-,-,-,-,-,-,-,,  opt mar16,-,.003,-,.002,.003,.003,.003,-1.92,.007,.001,
LNR,.500,32.708,214.340,.097,15.60,.42,121.00,5.4,-,-,-,,Lonestar Res,X,6.48,-7,5.30,6.45,6.48,6.48,-2.99,22.25,4.92,
LGO,2147.53,195.715,84.005,.011,-,-,-.16,-,-,-,-,,Longreach Oil,-,.009,-.1,.009,.01,.01,.009,-11.92,.01,.001,
LOM,1760.57,76.190,1320.25,.039,-,-,-1.55,-,-,-,-,,Lucapa Diamond Co,-,.17,-.5,.165,.175,.18,.165,-4.78,.47,.15,
LYC,38678.2,2314.72,2056.48,.133,-,-,-17.96,-,-,-,-,,Lynas Corp,-,.038,-.3,.037,.038,.041,.037,-9.24,.12,.03,
MLD,862.671,126.572,58.415,.209,1.07,.84,24.00,3.8,14.50,1.66,16.11,f,MACA,-,.90,+5.5,.87,.90,.90,.835,+4.59,1.63,.625,
MRP,302.207,18.224,17.364,.022,-,-,-3.24,-,-,-,-,,MacPhersons Res,-,.07,-.1,.07,.085,.071,.07,-3.33,.155,.068,
MAU,-,1.586,2.949,.009,-,-,-1.31,-,-,-,-,,Magnetic Res,-,.09,-,.05,.09,.09,.09,-1.92,.14,.06,
MAUCA,-,.028,.206,-,-,-,-,-,-,-,-,,  ctg,-,.001,-,-,-,.001,.001,-1.92,.005,.001,
MNS,2941.61,165.344,191.797,.148,-,-,-3.31,-,-,-,-,,Magnis Res,-,.46,-1,.455,.465,.475,.415,-4.05,.58,.13,
MNSO,1700.33,57.781,48.190,.072,-,-,-,-,-,-,-,,  opt may17,-,.36,-,.34,.36,.365,.32,-1.92,.46,.065,
MPE,356.666,11.308,26.438,.004,-,-,-.94,-,-,-,-,,Magnum Gas&Power,-,.005,+.1,.003,.005,.005,.005,+23.08,.007,.003,
MGU,-,6.295,8.672,.006,-,-,.33,7.9,-,-,-,,Magnum Min & Exp,-,.026,-,.026,.05,.026,.026,-1.92,.03,.02,
MBC,436.525,11.246,3.148,.008,-,-,-37.44,-,-,-,-,,Malabar Coal,-,.092,-1.3,.06,.086,.105,.09,-14.30,.18,.06,
MAR,250.558,62.365,86.316,.007,-,-,-1.42,-,-,-,-,,Malachite Res,-,.006,-,.006,.007,.006,.006,-1.92,.008,.004,
MGY,100.000,12.771,67.299,.002,-,-,.01,150.0,-,-,-,,Malagasy Min,-,.015,+.1,.014,.022,.015,.014,+5.22,.038,.013,
MSR,334.166,100.224,124.500,.005,-,-,-.83,-,-,-,-,,Manas Resources,-,.006,-.1,.006,.007,.007,.006,-16.21,.029,.006,
MDD,-,.120,.085,.001,-,-,-2.13,-,-,-,-,,Mandalong Res,-,.04,-,.04,.05,.04,.04,-1.92,.16,.025,
MHC,.480,.744,2.812,.003,-,-,-.15,-,-,-,-,,Manhattan Corp,-,.025,-,.025,-,.025,.025,-1.92,.053,.025,
MNM,1260.30,69.519,72.936,.007,-,-,-1.09,-,-,-,-,,Mantle Min Corp,-,.015,-,.015,.016,.016,.013,-1.92,.022,.006,
MNMOB,-,.273,-,-,-,-,-,-,-,-,-,,  opt jun16,-,.003,-,.004,.02,.003,.003,-1.92,.004,.003,
MEY,3.460,.520,34.989,.002,-,-,-14.64,-,-,-,-,,Marenica Energy,X,.15,-,.10,.20,.15,.15,-1.92,.33,.002,
MZN,4533.34,86.462,28.747,.009,-,-,-.16,-,-,-,-,,Marindi Metals,-,.01,-,.01,.011,.011,.01,-1.92,.019,.006,
MZNO,1850.00,7.554,-,-,-,-,-,-,-,-,-,,  opt dec16,-,.003,-,.002,.003,.003,.002,-1.92,.004,.002,
MEU,2410.73,115.275,189.077,.003,-,-,-2.71,-,-,-,-,,Marmota Energy,-,.009,-,.009,.01,.009,.009,-1.92,.017,.008,
MEUO,-,2.986,-,-,-,-,-,-,-,-,-,,  opt dec15,-,.002,-,.001,.004,.002,.002,-1.92,.004,.001,
MAT,161.424,17.396,26.502,.023,-,-,-.66,-,-,-,-,,Matsa Res,-,.16,-,.145,.17,.17,.155,-1.92,.30,.125,
MAD,1059.07,98.683,226.067,.049,.20,.45,-8.71,-,-,-,-,,Maverick Drilling,-,.09,+.4,.088,.09,.092,.085,+2.73,.25,.076,
MXR,100.000,86.744,151.955,.002,-,-,-.01,-,-,-,-,,Maximus Res,-,.002,-.1,.002,.003,.002,.002,-35.26,.004,.002,
MYN,100.000,3.627,3.060,-,-,-,-.36,-,-,-,-,,Mayan Iron Corp,-,.007,-,.006,.02,.007,.007,-1.92,.02,.006,
MMR,65.040,11.651,7.224,.005,-,-,-1.07,-,-,-,-,,MEC Res,-,.03,+.2,.021,.026,.032,.03,+5.22,.05,.015,
MML,21717.1,190.369,329.621,.077,1.18,.31,-136.72,-,-,-,-,,Medusa Min,-,.37,-5,.36,.395,.44,.37,-13.83,1.095,.37,
MEO,1766.24,189.122,543.175,.011,-,-,-1.34,-,-,-,-,,MEO Aust,-,.014,-.1,.013,.014,.014,.013,-8.59,.042,.011,
MED,7.703,9.413,8.131,.024,-,-,-4.89,-,-,-,-,,Merlin Diamonds,-,.055,-,.054,.058,.059,.055,-1.92,.086,.05,
MAS,-,3.201,29.468,.011,-,-,-.09,-,-,-,-,,Mesa Minerals,-,.016,-,.004,.014,.016,.016,-1.92,.019,.009,
MBK,-,23.259,14.367,.005,-,-,.01,150.0,-,-,-,,Metal Bank,-,.015,-,.015,.02,.015,.015,-1.92,.02,.004,
MKO,170.000,48.504,25.382,.009,-,-,-.47,-,-,-,-,,Metaliko Res,-,.026,-,.027,.03,.026,.026,-1.92,.04,.015,
MLM,119.060,14.579,13.097,.008,-,-,-8.95,-,-,-,-,,Metallica Min,-,.05,+.3,.044,.047,.05,.048,+4.46,.082,.045,
MNE,51142.2,578.919,712.133,-,-,-,-1.11,-,-,-,-,,Metallum,-,.001,-.2,.001,.002,.003,.001,-68.59,.024,.001,
MLS,300.000,56.791,106.605,.002,-,-,-.10,-,-,-,-,,Metals Aust,-,.002,-,.001,.002,.002,.002,-1.92,.008,.001,
MTA,69.800,48.851,85.468,.006,-,-,-5.15,-,-,-,-,,Metals Of Africa,-,.046,+.1,.045,.052,.046,.045,+.30,.155,.032,
MTAO,-,9.277,63.585,-,-,-,-,-,-,-,-,,  opt jan17,-,.011,-,.013,.023,.011,.011,-1.92,.061,.011,
MLX,2006.46,110.387,307.670,.530,.83,1.46,9.87,12.3,2.95,3.35,2.44,p,Metals X,X,1.21,+1,1.20,1.24,1.265,1.195,-1.09,1.59,.62,
MEI,-,15.080,15.697,.001,-,-,-.51,-,-,-,-,,Meteoric Res,-,.008,-,.008,.01,.008,.008,-1.92,.03,.008,
MEICA,-,-,.281,-,-,-,-,-,-,-,-,,  ctg,-,.001,-,-,.002,.001,.001,-1.92,.001,.001,
MEL,35.519,113.734,83.119,.021,-,-,-.90,-,-,-,-,,Metgasco,-,.047,-.2,.045,.049,.049,.045,-6.00,.09,.019,
MNC,13277.3,706.821,377.105,.011,-,-,-.63,-,-,-,-,,Metminco,-,.004,-,.004,.005,.005,.003,-1.92,.019,.003,
MMI,276.000,50.187,20.419,.025,-,-,-1.07,-,-,-,-,,Metro Min,-,.07,-.5,.065,.075,.075,.068,-8.59,.13,.021,
MHM,17.385,10.419,16.269,.002,-,-,-4.70,-,-,-,-,,MHM Metals,-,.013,-,.01,.012,.013,.013,-1.92,.035,.011,
MDI,-,9.698,20.061,.002,-,-,-1.73,-,-,-,-,,Middle Island Res,-,.007,-,.008,.009,.007,.007,-1.92,.014,.004,
MOY,99.845,34.327,78.114,.013,-,-,2.31,2.6,-,-,-,,Millennium Min,-,.061,+.2,.061,.069,.061,.056,+1.47,.088,.022,
MNB,2072.91,120.308,102.799,.005,-,-,-.60,-,-,-,-,,Minbos Res,-,.004,+.1,.003,.004,.004,.003,+31.41,.008,.002,
MCR,902.239,55.112,76.964,.050,.35,.76,-18.20,-,4.00,-,15.09,f,Mincor Res,-,.265,-1.5,.265,.275,.295,.26,-7.28,.765,.235,
MDX,-,.979,5.120,.001,-,-,-3.12,-,-,-,-,,Mindax,-,.004,-,.004,.007,.004,.004,-1.92,.075,.003,
MAK,569.160,35.794,30.815,.025,-,-,-1.32,-,-,-,-,,Minemakers,-,.10,+.2,.10,.105,.105,.099,+.12,.125,.057,
MRC,70.000,12.082,20.775,.045,.10,1.10,2.96,3.7,-,-,-,,Mineral Commodities,-,.11,-,.135,.14,.11,.11,-1.92,.145,.07,
MDL,252.442,25.789,39.957,.054,3.79,.14,-100.00,-,-,-,-,,Mineral Deposits,-,.525,-7.5,.525,.57,.59,.525,-14.42,1.61,.525,
MSC,135.000,14.594,143.803,.002,-,-,-20.02,-,-,-,-,,Minerals Corp,-,.066,+.2,.065,.07,.066,.064,+1.20,.08,.031,
MSCO,-,-,-,-,-,-,-,-,-,-,-,,  opt dec15,-,-,-,-,.001,.001,.001,-1.92,.001,.001,
MPJ,19313.4,1064.91,917.453,.009,-,-,-.04,-,-,-,-,,Mining Projects,-,.005,-,.004,.005,.005,.004,-1.92,.01,.004,
MPJO,18214.7,714.225,205.812,.001,-,-,-,-,-,-,-,,  opt jun16,-,.001,-.1,.001,.002,.002,.001,-51.92,.005,.001,
MEP,201.687,25.832,59.037,.011,-,-,-3.81,-,-,-,-,,Minotaur Explore,-,.06,+.1,.06,.07,.07,.056,-.23,.19,.055,
MNQ,-,103.152,.850,.005,-,-,-3.57,-,-,-,-,,Minquest,-,.025,-,.017,.023,.025,.025,-1.92,.043,.015,
MRR,896.489,3.518,.859,.003,-,-,-4.13,-,-,-,-,,Minrex Res,-,.16,+2,.15,.17,.20,.14,+12.36,.20,.05,
MBN,-,1276.81,495.277,.077,-.01,-,51.21,.2,-,-,-,,Mirabela Nickel,-,.083,-,-,-,.083,.083,-1.92,.17,.028,
MSV,20110.4,103.229,30.642,.024,.02,.85,-2.32,-,-,-,-,,Mitchell Services,-,.017,+.1,.017,.018,.017,.014,+4.33,.039,.014,
MSVO,-,-,.011,-,-,-,-,-,-,-,-,,  opt aug16,-,.001,-,-,-,.001,.001,-1.92,.001,.001,
MTH,1142.91,97.666,317.160,.002,-,-,-4.33,-,-,-,-,,Mithril Resources,-,.005,+.1,.003,.005,.005,.004,+23.08,.011,.003,
MOD,1848.59,155.383,119.414,.006,-,-,-1.53,-,-,-,-,,MOD Resources,-,.006,-,.005,.006,.006,.005,-1.92,.015,.003,
MPO,99.866,115.132,84.603,.037,-,-,-.68,-,-,-,-,,Molopo Energy,-,.15,+.3,.15,.155,.155,.147,+.12,.205,.115,
MOX,250.000,25.335,43.048,.002,-,-,-.35,-,-,-,-,,Monax Min,-,.009,-,.008,.01,.009,.009,-1.92,.023,.006,
MZM,79.925,3.862,6.320,.014,-,-,3.10,6.5,-,-,-,,Montezuma Min Co,-,.20,-1,.19,.20,.20,.19,-6.68,.27,.12,
MOO,71838.6,670.076,67.390,.004,-,-,-.31,-,-,-,-,,Monto Minerals,-,.002,-.1,.001,.002,.004,.002,-35.26,.007,.001,
MTB,14.285,12.475,36.320,-,-,-,-.74,-,-,-,-,,Mount Burgess Min,X,.002,-,.002,.004,.002,.002,-1.92,.007,.001,
MGX,7540.63,732.335,921.833,.191,.28,.62,-83.56,-,4.00,-,22.86,f,Mount Gibson Iron,-,.175,-1,.175,.18,.187,.175,-7.33,.625,.165,
MUM,2900.00,129.436,44.187,.005,-,-,-2.31,-,-,-,-,,Mount Magnet South,-,.004,+.1,.003,.004,.004,.003,+31.41,.006,.001,
MUMOA,512.667,15.796,-,-,-,-,-,-,-,-,-,,  opt dec18,-,.001,-.1,.001,.002,.002,.001,-51.92,.002,.001,
MRD,2028.80,265.733,61.773,.014,-,-,-.61,-,-,-,-,,Mount Ridley Mines,-,.017,-.1,.018,.02,.018,.015,-7.48,.049,.01,
MOZ,14079.5,543.630,158.742,.013,-,-,-.64,-,-,-,-,,Mozambi Res,-,.028,-.1,.028,.029,.03,.022,-5.37,.034,.006,
MOZO,4303.86,86.482,-,.004,-,-,-,-,-,-,-,,  opt dec17,-,.015,-,.014,.016,.015,.011,-1.92,.02,.003,
MRQ,41.550,5.114,11.466,.010,-,-,-3.18,-,-,-,-,,MRG Metals,-,.075,-,.075,.09,.075,.075,-1.92,.145,.068,
MRQO,-,2.446,1.473,-,-,-,-,-,-,-,-,,  opt sep16,-,.011,-,-,.011,.011,.011,-1.92,.035,.005,
MGV,10.000,25.074,25.572,.003,-,-,-2.10,-,-,-,-,,Musgrave Min,-,.022,-,.022,.03,.022,.022,-1.92,.06,.021,
MUS,826.979,48.481,113.851,.012,-,-,-30.19,-,-,-,-,,Mustang Res,X,.205,-1.5,.205,.21,.22,.205,-8.74,.33,.003,
MZI,71.300,8.885,1210.30,.030,-,-,-7.87,-,-,-,-,,MZI Resources,X,.38,-2,.38,.39,.39,.37,-6.92,.52,.20,
NAG,417.745,10.371,53.301,.011,-,-,-.21,-,-,-,-,,Nagambie Mining,-,.034,-,.02,.034,.034,.03,-1.92,.052,.03,
NCO,-,102.227,10.348,-,-,-,-.31,-,-,-,-,,Namibian Copper,-,.003,-,.003,.004,.003,.003,-1.92,.009,.001,
NCOO,4000.00,37.040,1.875,-,-,-,-,-,-,-,-,,  opt apr19,-,.001,-.1,.001,.002,.002,.001,-51.92,.003,.001,
NRR,345.282,110.156,11.912,.008,-,-,-.07,-,-,-,-,,Naracoota Res,-,.056,-.2,.053,.057,.059,.056,-5.37,.069,.018,
NRRO,1000.00,32.394,4.568,-,-,-,-,-,-,-,-,,  opt sep15,-,.001,-,-,.001,.001,.001,-1.92,.006,.001,
NVG,155.000,32.021,59.826,.001,-,-,-1.48,-,-,-,-,,Navaho Gold,-,.002,-.1,.002,.003,.002,.002,-35.26,.008,.001,
NML,90.000,7.548,17.022,.003,-,-,-.65,-,-,-,-,,Navarre Minerals,-,.033,+.3,.031,.039,.033,.033,+8.08,.056,.018,
NXR,6037.26,527.745,170.996,.012,-,-,-4.21,-,-,-,-,,Nemex Res,-,.05,-4.3,.049,.05,.097,.05,-48.16,.16,.02,
NMT,11311.6,244.315,619.005,.094,-,-,-.27,-,-,-,-,,Neometals,-,.185,+4.5,.175,.185,.185,.145,+30.22,.185,.025,
NEN,758.792,122.565,1827.81,.012,-,-,-.14,-,-,-,-,,Neon Energy,-,.023,+.1,.023,.024,.023,.022,+2.62,.037,.02,
NVI,-,.981,2.592,-,-,-,-35.23,-,-,-,-,,Nevada Iron,-,.02,-,.02,.04,.02,.02,-1.92,.45,.02,
NAE,796.711,23.969,19.202,.001,-,-,-1.28,-,-,-,-,,New Age Exploration,-,.004,-,.004,.005,.004,.004,-1.92,.018,.003,
NGE,3320.31,330.889,159.896,.014,-,-,.68,2.5,-,-,-,,New Guinea Energy,-,.017,-.1,.017,.018,.018,.017,-7.48,.025,.006,
NHC,234.735,39.833,34.020,1.380,2.24,.74,1.50,110.7,6.00,.25,3.61,f,New Hope Corp,-,1.66,-4,1.65,1.70,1.72,1.66,-4.28,2.67,1.60,
NHO,1381.65,41.807,9.438,.003,-,-,-17.20,-,-,-,-,,New Horizon Coal,-,.013,+.2,.012,.013,.013,.011,+16.26,.017,.006,
NSE,654.346,106.955,86.784,.004,-,-,-5.34,-,-,-,-,,New Standard Energy,-,.011,-,.011,.012,.012,.011,-1.92,.115,.004,
NTL,-,9.112,27.261,.007,.01,.90,-.13,-,-,-,-,,New Talisman Gold,-,.009,-,.007,.009,.009,.009,-1.92,.013,.005,
NTLO,-,-,14.515,-,-,-,-,-,-,-,-,,  opt nov17,-,.002,-,-,-,.002,.002,-1.92,.002,.002,
NZO,5.267,3.045,2.758,.125,.66,.56,-1.33,-,2.17,-,5.86,,NZ Oil & Gas,X,.37,-1,.37,.40,.38,.37,-4.55,.894,.37,
NCM,18158.1,687.204,745.862,9.681,11.72,1.08,71.20,17.7,-,-,-,,Newcrest Min,-,12.63,+171,12.50,12.75,12.89,10.88,+13.74,15.34,8.51,
NME,-,1.039,4.924,-,-,-,-1.05,-,-,-,-,,Nex Metals Explore,-,.003,-,.003,.007,.003,.003,-1.92,.009,.003,
NXM,496.666,7.191,8.754,.004,-,-,-1.10,-,-,-,-,,Nexus Min,-,.06,+1,.058,.06,.06,.052,+18.08,.07,.049,
NIO,-,5.847,5.776,.001,-,-,-.09,-,-,-,-,,Nickelore,-,.007,-,.006,.014,.007,.007,-1.92,.01,.006,
NDO,12.628,15.739,985.903,.022,-,-,-10.47,-,-,-,-,,Nido Petroleum,X,.50,+5,.48,.54,.50,.45,+9.19,2.80,.028,
NIU,2.204,73.315,31.040,-,-,-,-1.48,-,-,-,-,,Niuminco Grp,-,.001,-.1,.001,.002,.001,.001,-51.92,.005,.001,
NKP,251.110,47.376,19.733,.064,-,-,-1.21,-,-,-,-,,NKWE Platinum,-,.071,-.4,.076,.08,.076,.071,-7.26,.099,.062,
NKPO,311.111,4.501,9.338,.003,-,-,-,-,-,-,-,,  opt mar16,-,.01,-.8,.011,.03,.018,.01,-46.37,.04,.01,
NFE,245.000,61.188,33.383,.003,-,-,-46.88,-,-,-,-,,Northern Iron,-,.006,-.1,.005,.006,.006,.006,-16.21,.10,.004,
NTM,199.307,12.336,11.916,-,-,-,-3.69,-,-,-,-,,Northern Manganese,-,.008,-.4,.008,.011,.012,.008,-35.26,.025,.008,
NMI,10153.3,31.687,175.972,.026,-,-,.30,9.3,-,-,-,,Northern Min,-,.028,+1.5,.025,.028,.029,.016,+113.5,.034,.013,
NTU,572.223,21.038,33.298,.083,-,-,-6.10,-,-,-,-,,Northern Minerals,-,.19,-2,.185,.195,.22,.185,-11.45,.30,.14,
NST,22073.9,837.451,749.555,1.458,.55,4.42,15.50,15.7,5.00,3.10,2.06,f,Northern Star Res,-,2.43,+38,2.42,2.44,2.46,2.02,+16.61,2.56,.915,
NWE,930.700,185.327,141.814,.006,-,-,-.20,-,-,-,-,,Norwest Energy,-,.004,-,.003,.004,.004,.004,-1.92,.014,.003,
NOR,11723.7,1013.95,5.268,.014,.01,2.50,-1.50,-,-,-,-,,Norwood Systems,-,.025,-,.024,.025,.026,.024,-1.92,.039,.01,
NSL,7246.23,566.640,363.179,.009,-.01,-,-.67,-,-,-,-,,NSL Consolidated,-,.011,-,.01,.011,.012,.01,-1.92,.014,.003,
NSLO,150.000,234.969,158.468,.002,-,-,-,-,-,-,-,,  opt dec16,-,.006,-,.005,.006,.006,.006,-1.92,.007,.002,
NCR,-,72.918,297.475,.002,-,-,-1.70,-,-,-,-,,NuCoal Res,-,.003,-,.003,.004,.003,.003,-1.92,.016,.002,
NGY,8.334,14.918,28.866,.023,-,-,-8.36,-,-,-,-,,NuEnergy Gas,-,.03,-,.03,.038,.03,.03,-1.92,.04,.02,
NYO,3700.00,53.986,9.517,.002,-,-,.54,.2,-,-,-,,Nyota Minerals,-,.001,-,-,.001,.001,.001,-1.92,.006,.001,
OGC,3641.58,88.884,138.078,.802,-,-,35.43,7.5,3.84,9.23,1.45,,OceanaGold Corp,-,2.64,+14,2.61,2.74,2.70,2.36,+3.68,3.37,1.81,
ORS,274.029,55.300,51.101,.003,-,-,-8.53,-,-,-,-,,Octagonal Res,-,.011,-,.011,.014,.011,.011,-1.92,.034,.008,
OXX,-,2.022,5.744,.009,-,-,-8.18,-,-,-,-,,Octanex,-,.04,-,.045,.10,.04,.04,-1.92,.10,.04,
OXXCB,-,.733,.971,-,-,-,-,-,-,-,-,,  ctg,-,.008,-,.002,-,.008,.008,-1.92,.03,.008,
ODN,100.000,63.493,16.971,-,-,-,-1.01,-,-,-,-,,Odin Energy,-,.001,-.1,.001,.002,.002,.001,-51.92,.004,.001,
ODY,-,6.367,37.999,.005,-,-,-.71,-,-,-,-,,Odyssey Energy,-,.046,-,.044,.05,.046,.046,-1.92,.075,.034,
OBL,1233.66,108.480,264.289,.004,-,-,-.92,-,-,-,-,,Oil Basins,-,.004,-,.003,.004,.004,.004,-1.92,.008,.003,
OSH,25679.2,1018.27,841.429,11.405,3.39,2.21,37.28,20.1,19.12,1.95,2.55,,Oil Search,-,7.49,+4,7.47,7.53,7.59,7.21,-1.39,9.33,5.62,
OEX,2465.33,101.605,293.455,.038,-,-,-.62,-,-,-,-,,Oilex,-,.032,-.4,.032,.033,.035,.032,-13.03,.135,.032,
OKU,34.895,14.320,392.977,.010,-,-,-.77,-,-,-,-,,Oklo Resources,X,.086,+.6,.09,.095,.086,.08,+5.58,.13,.04,
OMH,138.077,20.335,65.103,.136,.30,.62,-10.59,-,-,-,-,,OM Hldgs,-,.185,-3.5,.165,.22,.22,.18,-17.83,.50,.165,
OGY,6282.87,334.959,82.074,.006,-,-,-.47,-,-,-,-,,Orca Energy,-,.013,+.1,.013,.014,.015,.012,+6.41,.035,.004,
ORR,637.500,16.982,15.826,.006,-,-,-1.82,-,-,-,-,,Orecorp,-,.052,+.2,.052,.054,.052,.05,+2.08,.063,.04,
ORH,-,41.266,58.382,.001,-,-,-.24,-,-,-,-,,ORH,R,.001,-,-,.001,.001,.001,-1.92,.007,.001,
OGX,1879.85,60.232,21.162,.029,-,-,-2.05,-,-,-,-,,Orinoco Gold,-,.14,+3.5,.14,.145,.14,.11,+31.41,.14,.058,
OGXOB,1782.80,27.265,-,.004,-,-,-,-,-,-,-,,  opt nov16,-,.05,+1.8,.046,.05,.05,.032,+54.33,.05,.014,
ORN,820.000,37.448,37.152,.008,-,-,-.52,-,-,-,-,,Orion Gold,-,.025,+.2,.017,.027,.025,.017,+6.77,.052,.017,
ORM,-,.199,.419,.001,-,-,-1.56,-,-,-,-,,Orion Metals,-,.009,-,.005,.019,.009,.009,-1.92,.02,.008,
OVL,1578.00,90.534,24.636,.003,-,-,-.87,-,-,-,-,,Oro Verde,-,.007,-.1,.007,.008,.007,.007,-14.42,.013,.004,
ORE,442.840,39.641,34.708,.261,-,-,-1.70,-,-,-,-,,Orocobre,-,1.55,+3,1.50,1.62,1.60,1.45,+.05,3.00,1.45,
ORX,-,5.619,1.660,.003,-,-,-.34,-,-,-,-,,Orrex Res,-,.038,-,.038,.055,.038,.038,-1.92,.057,.017,
OEL,5572.86,374.190,228.885,.034,-,-,3.18,.9,-,-,-,,Otto Energy,-,.029,-,.029,.03,.031,.029,-1.92,.077,.027,
OVR,1420.52,86.321,64.219,.002,-,-,-.41,-,-,-,-,,Overland Res,-,.008,-,.008,.009,.008,.008,-1.92,.025,.005,
OZL,6853.20,419.556,405.659,1.102,6.68,.54,35.50,10.2,16.00,2.22,4.41,,OZ Minerals,-,3.63,+3,3.57,3.65,3.65,3.42,-1.09,5.01,2.93,
PFM,-,.011,.038,.005,.63,.56,7.20,4.9,-,-,-,,Pacific Mining,-,.35,-,.35,-,.35,.35,-1.92,.35,.35,
PNR,14936.5,144.381,17.336,.028,-,-,-4.26,-,-,-,-,,Pacific Niugini,-,.057,+.1,.056,.057,.058,.053,-.14,.086,.043,
PNRO,248.750,5.569,-,.001,-,-,-,-,-,-,-,,  opt aug17,-,.022,+.2,.022,.025,.022,.022,+8.08,.025,.011,
PSF,-,54.623,52.951,.004,-,-,-.02,-,-,-,-,,Pacific Ore,-,.008,-,.007,.008,.008,.008,-1.92,.013,.006,
PMY,757.581,137.500,167.005,.007,-,-,-.86,-,-,-,-,,Pacifico Min,-,.012,-,.011,.013,.013,.012,-1.92,.037,.008,
PDN,25820.2,1275.19,1491.87,.334,.14,1.39,-24.61,-,-,-,-,,Paladin Energy,-,.195,-1.5,.19,.20,.215,.195,-9.07,.435,.155,
PZC,-,177.385,41.576,.004,-,-,-.52,-,-,-,-,,Pan Asia Corp,-,.008,-,.007,.009,.008,.008,-1.92,.05,.002,
PPP,365.000,240.110,105.089,.021,.06,.60,-4.00,-,-,-,-,,Pan Pacific Pet,-,.036,-,.036,.038,.036,.036,-1.92,.062,.031,
PCL,7672.24,221.889,698.255,.005,-,-,-.91,-,-,-,-,,Pancontinental Oil,-,.004,+.1,.003,.004,.004,.003,+31.41,.058,.003,
PAN,1448.21,135.640,416.789,.103,.75,.43,-9.00,-,3.00,-,9.38,f,Panoramic Res,-,.32,-1,.315,.325,.345,.305,-4.95,.71,.305,
PGI,326.030,31.373,139.686,.009,.27,.37,-48.16,-,-,-,-,,Panterra Gold,X,.10,+1.3,.099,.10,.10,.08,+13.02,.44,.074,
PDM,-,168.510,62.853,-,-,-,-.41,-,-,-,-,,Paradigm Metals,-,.001,-,.001,.002,.001,.001,-1.92,.004,.001,
PDMO,-,2.594,-,-,-,-,-,-,-,-,-,,  opt dec16,-,.002,-,-,.002,.002,.002,-1.92,.002,.001,
PNL,319.299,16.746,16.250,.048,-,-,-4.10,-,-,-,-,,Paringa Res,-,.315,+.5,.30,.31,.32,.30,-.31,.41,.16,
PML,400.000,12.497,18.640,.002,-,-,-1.88,-,-,-,-,,Parmelia Res,-,.024,-.6,.024,.029,.03,.024,-21.92,.062,.01,
PMLOB,55.000,2.137,.723,-,-,-,-,-,-,-,-,,  opt may17,-,.01,-,.01,.015,.01,.01,-1.92,.03,.004,
PKO,1000.00,35.009,36.585,.001,-,-,-.40,-,-,-,-,,Peak Oil & Gas,-,.002,-,.001,.002,.002,.002,-1.92,.006,.001,
PEK,274.867,44.034,62.407,.024,-,-,-1.13,-,-,-,-,,Peak Resources,-,.063,-.1,.063,.067,.066,.063,-3.49,.099,.06,
PEX,371.200,28.642,23.756,.026,-,-,-.90,-,-,-,-,,Peel Mining,-,.20,+1.5,.20,.21,.20,.18,+6.19,.355,.045,
PUN,-,6.736,4.647,.002,-,-,-3.75,-,-,-,-,,Pegasus Metals,-,.014,-,.003,.05,.014,.014,-1.92,.021,.005,
PEL,-,37.416,10.036,.003,-,-,-.93,-,-,-,-,,Pelican Resources,-,.008,-,.01,.014,.008,.008,-1.92,.012,.002,
PEN,12023.3,1015.84,1010.86,.187,-,-,-.17,-,-,-,-,,Peninsula Energy,-,.027,+.1,.026,.027,.027,.025,+1.92,.031,.015,
PENOC,600.000,87.433,125.101,.002,-,-,-,-,-,-,-,,  opt dec15,-,.002,-,.002,.003,.002,.002,-1.92,.011,.001,
PENOD,235.500,154.041,-,.010,-,-,-,-,-,-,-,,  opt dec18,-,.006,-.1,.006,.007,.007,.006,-16.21,.01,.003,
PSM,-,2.066,10.728,.001,-,-,-.68,-,-,-,-,,Peninsula Mines,-,.006,-,.006,.01,.006,.006,-1.92,.01,.005,
PNN,97.538,5.882,10.013,.003,-,-,-3.97,-,-,-,-,,Pepinnini Minerals,-,.013,+.1,.013,.015,.013,.012,+6.41,.021,.01,
PEC,-,1.012,1.607,.004,-,-,-8.19,-,-,-,-,,Perpetual Res,-,.06,-,.025,.055,.06,.06,-1.92,.075,.04,
PRU,24969.3,667.959,1028.12,.191,.90,.40,-6.42,-,-,-,-,,Perseus Min,-,.36,+1,.35,.365,.365,.315,+.93,.505,.195,
PTR,331.114,86.874,26.180,.002,-,-,-6.69,-,-,-,-,,Petratherm,-,.004,-,.004,.005,.004,.004,-1.92,.01,.001,
PRL,10.000,26.607,59.655,.021,-,-,-1.39,-,-,-,-,,Petrel Energy,-,.044,-.3,.04,.045,.044,.044,-8.31,.14,.04,
