ASX Mining & Oil Market - Weekly
"Trading data for the week ending Friday, October 30, 2015"
"XAO 5288.6 at 2015-10-30T16:38:35. Report at Friday, October 30, 2015. Processed Monday at 2/11/2015 5:03:50 PM."



ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change [see notes],Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
PGM,1771.28,16.649,21.557,.014,-,-,-.78,-,-,-,-,,Platina Res,-,.058,-1.8,.058,.066,.076,.057,-21.84,.095,.054,
PLP,9551.89,90.783,332.888,-,-,-,-.59,-,-,-,-,,Platypus Min,-,.004,-.1,.004,.005,.005,.004,-18.15,.022,.004,
PLPO,-,.424,-,-,-,-,-,-,-,-,-,,  opt dec16,-,.003,-,-,-,.003,.003,+1.85,.003,.001,
PLH,560.797,3.661,4.920,.004,-,-,-3.62,-,-,-,-,,Plymouth Min,-,.095,+.3,.095,.096,.095,.092,+5.11,.10,.028,
PVE,16.545,8.776,4.752,.008,-,-,-2.38,-,-,-,-,,Po Valley Energy,-,.06,-.3,.032,.06,.06,.06,-2.91,.12,.038,
POS,11548.5,408.492,408.649,.039,-,-,-3.44,-,-,-,-,,Poseidon Nickel,-,.053,-.3,.053,.055,.058,.053,-3.51,.195,.05,
POK,17554.1,441.506,30.804,.029,-,-,-3.38,-,-,-,-,,Potash Min,-,.235,+8,.23,.235,.245,.165,+53.46,.245,.015,
POKO,8083.32,66.277,10.976,.001,-,-,-,-,-,-,-,,  opt nov15,-,.024,+1.6,.021,.024,.027,.008,+201.8,.065,.001,
PWN,1265.96,44.842,22.471,.007,-,-,-1.33,-,-,-,-,,Potash West,-,.029,+.1,.027,.029,.029,.027,+5.42,.07,.024,
PWNCA,27.744,2.515,2.968,-,-,-,-,-,-,-,-,,  ctg,-,.005,-,.005,.015,.005,.005,+1.85,.016,.003,
PWW,-,2.240,1.982,-,-,-,-.09,-,-,-,-,,Power Res,-,.01,-,.01,.013,.01,.01,+1.85,.021,.009,
PDZ,620.687,24.192,39.921,.039,-,-,-3.81,-,-,-,-,,Prairie Mining,-,.26,-3,.26,.265,.31,.26,-8.50,.385,.17,
PDI,6662.64,106.622,62.301,.003,-,-,-1.28,-,-,-,-,,Predictive Discovery,-,.005,-,.004,.005,.005,.004,+1.85,.007,.002,
PRA,-,794.273,168.667,-,-,-,-2.32,-,-,-,-,,Promesa,X,-,-,-,-,.01,.01,+1.85,.019,.002,
PSC,17971.9,35.149,47.706,.003,-,-,-.19,-,-,-,-,,Prospect Res,-,.004,-,.004,.006,.006,.004,+1.85,.007,.003,
PYM,20812.2,369.304,273.692,.007,-,-,.99,.7,-,-,-,,Pryme Energy,-,.007,+.2,.006,.007,.007,.005,+41.85,.012,.003,
PYMO,-,64.782,133.415,-,-,-,-,-,-,-,-,,  opt jul16,-,.001,-,-,.001,.001,.001,+1.85,.003,.001,
PVD,601.319,134.873,90.934,.007,-,-,-10.85,-,-,-,-,,Pura Vida Energy,-,.048,-.6,.048,.053,.056,.048,-9.26,.53,.04,
QBL,5481.69,525.730,1926.51,.009,-,-,-.43,-,-,-,-,,Qld Bauxite,-,.012,-,.012,.013,.014,.012,+1.85,.035,.01,
QMN,2538.50,37.817,76.786,.012,-,-,-.12,-,-,-,-,,Qld Mining Corp,-,.007,+.1,.007,.008,.008,.005,+18.51,.01,.004,
QUR,1822.26,115.478,75.116,.002,-,-,-.26,-,-,-,-,,Quantum Res,X,.032,-,.03,.032,.032,.028,+1.85,.052,.013,
RAD,1614.00,20.301,4.211,.007,-,-,-8.09,-,-,-,-,,Radar Iron,-,.045,+.6,.045,.10,.045,.04,+17.23,.045,.013,
RMR,5828.10,625.157,1136.02,.002,-,-,-.07,-,-,-,-,,Ram Resources,-,.002,-,.002,.003,.003,.002,+1.85,.009,.002,
RMRO,-,74.464,173.873,-,-,-,-,-,-,-,-,,  opt feb17,-,.001,-,-,.001,.001,.001,+1.85,.004,.001,
RMS,13691.2,621.208,218.267,.104,-,-,3.48,6.3,-,-,-,,Ramelius Res,-,.22,-1.5,.22,.225,.245,.22,-4.54,.245,.039,
RND,1.245,10.063,4.035,.096,-,-,10.12,15.8,-,-,-,,Rand Mining,-,1.60,-3,1.52,1.72,1.63,1.60,+.01,2.25,.58,
RRS,6483.03,160.921,297.285,.083,-,-,-.77,-,-,-,-,,Range Res,-,.011,-.1,.01,.012,.012,.01,-6.49,.031,.01,
RRSO,-,32.402,24.170,-,-,-,-,-,-,-,-,,  opt jan16,-,.001,-,-,.001,.001,.001,+1.85,.005,.001,
RAW,1241.72,15.909,2.910,.003,.04,.78,-.90,-,-,-,-,,Rawson Res,-,.031,-.5,.031,.035,.036,.024,-12.04,.042,.008,
RYG,407876,611.614,49.215,.015,-,-,-.67,-,-,-,-,,Raya Grp,-,.024,+1.3,.024,.025,.026,.011,+120.0,.026,.003,
RYGOB,233601,259.901,8.183,.006,-,-,-,-,-,-,-,,  opt jul16,-,.015,+1.2,.014,.015,.015,.003,+401.8,.015,.001,
RLE,1899.89,26.808,31.124,.020,-,-,2.22,6.5,-,-,-,,Real Energy Corp,-,.145,-1.5,.14,.145,.16,.13,-7.53,.38,.099,
RRP,-,32.010,59.966,.002,-,-,-.07,-,-,-,-,,Realm Res,-,.001,-,.001,.002,.001,.001,+1.85,.001,.001,
RED,10401.0,382.032,189.975,.050,-,-,-7.94,-,-,-,-,,Red 5,-,.066,-.9,.065,.068,.075,.063,-10.15,.135,.044,
RMP,1108.08,107.828,13.669,.009,-,-,-6.77,-,-,-,-,,Red Emperor Res,-,.022,-.1,.022,.024,.024,.022,-2.50,.12,.02,
RGX,37.364,29.231,867.512,.003,-,-,-10.38,-,-,-,-,,Red Gum Res,X,.053,-.1,-,-,.053,.053,-.00,.066,.004,
RGXO,-,-,5.000,-,-,-,-,-,-,-,-,,  opt mar16,X,-,-,-,-,.001,.001,+1.85,.001,.001,
RGXOA,-,-,210.467,-,-,-,-,-,-,-,-,,  opt nov17,X,-,-,-,-,.001,.001,+1.85,.002,.001,
RHI,80.220,.628,1.872,.023,-,-,-1.10,-,-,-,-,,Red Hill Iron,-,.475,+7.5,.475,.50,.475,.40,+20.60,1.20,.335,
RDM,2174.27,35.362,35.668,.008,-,-,-1.90,-,-,-,-,,Red Metal,-,.045,+.5,.042,.046,.049,.037,+14.35,.165,.033,
RMX,12639.0,661.275,2300.58,.003,-,-,-.19,-,-,-,-,,Red Mountain Mining,-,.002,-,.002,.003,.002,.002,+1.85,.007,.002,
RMXO,-,2.000,-,-,-,-,-,-,-,-,-,,  opt mar16,-,.001,-,-,.001,.001,.001,+1.85,.001,.001,
RMXOA,-,10.612,224.081,-,-,-,-,-,-,-,-,,  opt jun16,-,.001,-,-,.001,.001,.001,+1.85,.002,.001,
RMXOD,-,80.346,-,-,-,-,-,-,-,-,-,,  opt jun16,-,.001,-,-,.001,.001,.001,+1.85,.002,.001,
RMXOE,18548.6,117.000,-,-,-,-,-,-,-,-,-,,  opt sep17,-,.001,-,-,.001,.001,.001,+1.85,.002,.001,
RVR,273.076,41.892,41.176,.023,-,-,-3.01,-,-,-,-,,Red River Res,-,.13,-.5,.13,.13,.13,.125,-1.86,.23,.083,
ROG,-,252.001,144.095,.006,-,-,-.10,-,-,-,-,,Red Sky Energy,-,.001,-,-,.001,.001,.001,+1.85,.002,.001,
RCP,-,244.124,192.110,.002,-,-,-.15,-,-,-,-,,Redbank Copper,-,.001,-,-,.002,.001,.001,+1.85,.002,.001,
RCF,2543.75,13.772,19.191,-,-,-,-2.08,-,-,-,-,,Redcliffe Res,-,.004,-,.004,.007,.005,.004,+1.85,.01,.004,
RDS,125.000,23.743,16.193,.002,-,-,-.28,-,-,-,-,,Redstone Res,-,.011,+.4,.008,.011,.011,.007,+58.99,.047,.005,
RDSO,-,.210,.186,-,-,-,-,-,-,-,-,,  opt feb16,-,.001,-,-,.001,.001,.001,+1.85,.001,.001,
RLC,-,3.474,.548,-,-,-,-.76,-,-,-,-,,Reedy Lagoon Corp,-,.004,-,.005,.012,.004,.004,+1.85,.017,.004,
RER,960.974,50.146,74.770,.008,-,-,-2.41,-,-,-,-,,Regal Resources,-,.037,+.2,.035,.037,.037,.035,+7.56,.071,.025,
RGU,20.000,9.709,6.985,-,-,-,-1.14,-,-,-,-,,Regalpoint Res,-,.009,-,.009,.015,.009,.009,+1.85,.022,.009,
RRL,16148.7,740.008,657.019,1.040,-,-,17.39,12.0,6.00,2.90,2.88,f,Regis Res,-,2.08,-3,2.08,2.10,2.23,2.01,+.43,2.23,1.07,
RNS,2066.08,87.983,104.195,.016,-,-,-1.80,-,-,-,-,,Renaissance Min,-,.035,-.1,.034,.035,.036,.032,-.93,.086,.024,
RNU,4501.85,27.694,13.676,.003,-,-,-3.50,-,-,-,-,,Renascor Res,-,.015,+.2,.015,.016,.016,.015,+17.23,.04,.011,
RNUO,500.000,4.008,-,-,-,-,-,-,-,-,-,,  opt sep16,-,.004,+.1,.004,.006,.004,.003,+35.18,.01,.003,
RHS,18.781,3.749,29.261,.008,.02,7.00,-.70,-,-,-,-,,Reproductive Hlth Sci,-,.14,-1,.14,.16,.15,.14,-4.82,.22,.12,
RDG,-,26.798,18.459,.005,.02,.40,1.38,.6,-,-,-,,Resource Dev Grp,-,.008,-,.01,.013,.008,.008,+1.85,.094,.008,
RSG,5020.24,456.900,808.423,.241,.26,1.44,-78.39,-,-,-,-,,Resolute Min,-,.375,-7.5,.37,.375,.455,.375,-14.82,.46,.215,
RBX,-,9.524,18.128,-,-,-,-.23,-,-,-,-,,Resource Base,-,.004,-,.002,.005,.004,.004,+1.85,.01,.003,
RES,1045.30,45.338,35.631,.038,-,-,-.90,-,-,-,-,,Resource Generation,-,.066,-1.1,.06,.065,.077,.063,-12.44,.135,.037,
RMI,9065.14,69.164,191.135,.003,-,-,-.04,-,-,-,-,,Resource Min Corp,-,.001,-,.001,.001,.001,.001,+1.85,.005,.001,
RWD,121.710,10.967,10.679,.081,-,-,.02,3400.0,-,-,-,,Reward Minerals,-,.68,-3,.62,.68,.72,.65,-2.38,.85,.36,
RWDO,46.441,2.036,2.066,.006,-,-,-,-,-,-,-,,  opt jun16,-,.39,-11,.39,.50,.50,.39,-20.15,.59,.18,
RXM,209.947,47.306,56.159,.020,-,-,-3.96,-,-,-,-,,Rex Minerals,-,.09,+.6,.088,.09,.09,.086,+8.99,.22,.074,
REY,186.374,22.445,86.786,.043,-,-,-1.50,-,-,-,-,,Rey Resources,-,.061,-.9,.061,.071,.076,.06,-11.01,.125,.055,
RIE,5047.98,20.713,8.450,.002,-,-,-.54,-,-,-,-,,Riedel Resources,-,.01,+.2,.01,.011,.012,.009,+26.85,.014,.005,
RVY,1000.67,63.373,74.614,.011,-,-,-.46,-,-,-,-,,Rift Valley Res,-,.023,+.2,.022,.023,.025,.022,+11.37,.05,.015,
RIM,1409.66,74.778,41.660,.015,-,-,-.10,-,-,-,-,,Rimfire Pacific,-,.02,-.3,.02,.023,.023,.02,-11.20,.036,.012,
RIMO,-,.380,-,-,-,-,-,-,-,-,-,,  opt dec15,-,.008,-,-,.003,.008,.008,+1.85,.009,.008,
RIO,9825.06,451.315,477.474,21.485,25.61,1.98,234.66,21.6,297.89,.79,5.88,f,Rio Tinto,-,50.65,-274,50.52,51.00,54.38,50.42,-3.28,65.73,45.93,
RMT,-,2.122,6.176,.004,-,-,-.84,-,-,-,-,,RMA Energy,-,.002,-,.002,.005,.002,.002,+1.85,.006,.001,
RMG,6.060,7.384,465.450,.003,-,-,-.79,-,-,-,-,,RMG,-,.013,+.1,.013,.018,.013,.012,+10.18,.06,.012,
RNI,49309.9,506.390,216.845,.026,-,-,-4.31,-,-,-,-,,RNI NL,-,.022,+.1,.022,.023,.025,.021,+6.61,.095,.009,
RXL,2442.06,268.559,862.050,.022,-,-,-.75,-,-,-,-,,Rox Resources,-,.021,-.2,.022,.02,.023,.021,-6.85,.04,.015,
ROY,275.002,11.157,28.934,.007,-,-,-8.06,-,-,-,-,,Royal Res,-,.017,+.3,.014,.018,.017,.013,+23.28,.032,.01,
RCO,88.500,16.986,5.013,.012,-,-,-2.25,-,1.00,-,4.35,f,Royalco Res,-,.23,-.5,.18,.23,.235,.23,-.28,.28,.14,
RTG,154.055,22.810,19.244,.048,-,-,-9.22,-,-,-,-,,RTG Mining,-,.48,-1.5,.475,.485,.495,.46,-1.18,1.045,.46,
RTGO,-,.686,1.294,-,-,-,-,-,-,-,-,,  opt jun17,-,.075,-,.075,-,.075,.075,+1.85,.33,.075,
RBR,250.000,15.226,35.082,.004,-,-,-.43,-,-,-,-,,Rubicon Res,-,.013,-.2,.007,.013,.015,.012,-11.49,.023,.007,
RUM,588.556,45.906,106.313,.022,-,-,-.50,-,-,-,-,,Rum Jungle Res,-,.056,+.4,.055,.058,.057,.052,+9.54,.087,.04,
RTR,1705.71,344.977,98.380,.003,-,-,-1.33,-,-,-,-,,Rumble Res,-,.018,+.2,.018,.02,.02,.016,+14.35,.115,.016,
RTROC,-,8.500,-,-,-,-,-,-,-,-,-,,  opt jun16,-,.004,-,.001,.006,.004,.004,+1.85,.044,.004,
S2R,20624.6,78.035,-,.034,-,-,-,-,-,-,-,,S2 Resources,-,.165,-2.5,.165,.17,.20,.165,-11.31,.22,.155,
SBR,7.685,12.388,21.218,.004,-,-,-.26,-,-,-,-,,Sabre Res,-,.016,-.1,.016,.02,.017,.016,-4.04,.031,.014,
SAN,-,5.957,7.188,.003,-,-,-1.98,-,-,-,-,,Sagalio Energy,-,.015,-,.012,.063,.015,.015,+1.85,.075,.015,
SSN,4830.00,192.353,332.341,.017,-,-,-1.60,-,-,-,-,,Samson Oil & Gas,-,.006,-,.005,.007,.006,.006,+1.85,.017,.004,
SSNOA,1.200,19.382,28.406,-,-,-,-,-,-,-,-,,  opt mar17,-,.001,-,.001,.002,.001,.001,+1.85,.008,.001,
SFR,3782.35,262.397,120.105,.994,2.22,2.86,44.18,14.4,13.00,3.40,2.05,f,Sandfire Res,-,6.34,-16,6.32,6.40,6.69,6.31,-.61,6.80,3.74,
SMI,944.737,11.620,5.977,.002,-,-,-6.52,-,-,-,-,,Santana Minerals,-,.009,-.4,.009,.013,.012,.009,-28.92,.042,.009,
STO,36013.6,1624.28,658.447,6.060,-,-,-113.00,-,30.00,-,5.14,f,Santos,-,5.84,-62,5.83,5.90,6.53,5.795,-7.75,12.97,3.95,
SAR,12407.1,499.566,721.892,.460,.29,2.00,1.41,41.1,-,-,-,,Saracen Min,-,.58,+2,.575,.58,.61,.56,+5.42,.61,.20,
SYA,5981.67,489.995,15.642,.011,-,-,-.14,-,-,-,-,,Sayona Mining,-,.022,-.2,.021,.022,.024,.021,-6.49,.140,.001,
SYAO,647.000,9.630,-,-,-,-,-,-,-,-,-,,  opt dec16,-,.008,-,.005,.01,.008,.008,+1.85,.012,.004,
SGZ,1102.20,32.642,28.816,.019,-,-,-.25,-,-,-,-,,Scotgold Res,-,.015,+.1,.013,.015,.015,.014,+8.99,.026,.005,
SEG,13164.7,986.133,1729.91,.005,-,-,-.12,-,-,-,-,,Segue Res,-,.002,-,.002,.003,.003,.002,+1.85,.013,.001,
SXY,26500.8,1127.81,556.765,.213,.35,.53,-7.02,-,-,-,-,,Senex Energy,-,.185,-2,.185,.19,.217,.18,-7.91,.542,.11,
SRR,550.000,51.302,193.438,.014,-,-,-.38,-,-,-,-,,Shaw Riv Manganese,-,.015,+.2,.013,.015,.016,.015,+17.23,.047,.009,
SFX,326.518,11.457,30.276,.075,-,-,.47,118.1,-,-,-,,Sheffield Res,-,.555,+2.5,.54,.555,.56,.52,+6.56,.86,.42,
SHH,-,.616,.744,.001,-,-,-7.74,-,-,-,-,,Shree Minerals,-,.008,-,.005,.008,.008,.008,+1.85,.05,.008,
SBU,95.000,31.764,.332,.033,-,-,-.31,-,-,-,-,,Siburan Res,-,.047,-,.02,.065,.047,.047,+1.85,.085,.019,
SBUO,-,1.137,-,.008,-,-,-,-,-,-,-,,  opt dec17,-,-,-,-,.046,.046,.046,+1.85,.046,.015,
SIH,200.000,14.981,22.046,.014,-,-,-.47,-,-,-,-,,Sihayo Gold,-,.012,-,.009,.013,.012,.012,+1.85,.02,.005,
SCI,81.625,32.381,21.688,.004,-,-,-4.06,-,-,-,-,,Silver City Min,-,.032,-.3,.03,.032,.032,.032,-6.72,.056,.011,
SLR,16491.5,748.540,1010.88,.113,.36,.63,-18.68,-,-,-,-,,Silver Lake Res,-,.225,-2.5,.22,.225,.255,.207,-8.15,.325,.125,
SVL,358092,1232.57,369.394,.005,-,-,-.18,-,-,-,-,,Silver Mines,-,.001,-,.001,.002,.001,.001,+1.85,.004,.00,
SVLO,-,2.348,-,.002,-,-,-,-,-,-,-,,  opt oct17,-,.001,-,-,.001,.001,.001,+1.85,.001,.001,
SEH,8582.29,574.499,932.179,.180,-,-,-.75,-,-,-,-,,Sino Gas Energy,-,.087,-.4,.086,.088,.097,.083,-2.55,.215,.074,
SNV,-,39.492,48.705,.001,-,-,-.08,-,-,-,-,,Sinovus Min,-,.002,-,.002,.003,.002,.002,+1.85,.002,.001,
SRI,1626.04,332.894,114.033,.024,-,-,-.57,-,-,-,-,,Sipa Res,-,.034,-.2,.034,.035,.036,.032,-3.71,.11,.026,
SMA,75854.4,1765.08,394.089,.104,-,-,-.09,-,-,-,-,,SmartTrans Hldgs,-,.047,+.6,.046,.047,.05,.041,+16.48,.05,.009,
SOP,-,1.723,2.103,.002,-,-,-.77,-,-,-,-,,SML Corp,-,.016,-,.015,-,.016,.016,+1.85,.02,.009,
SOPO,-,.004,.586,-,-,-,-,-,-,-,-,,  opt nov15,-,-,-,-,.001,.001,.001,+1.85,.001,.001,
S32,104949,3421.65,-,7.799,-,-,-,-,-,-,-,,South32,-,1.465,-6.5,1.46,1.475,1.535,1.45,-2.40,2.45,1.33,
SOC,35698.4,773.545,28.784,.003,-,-,-7.98,-,-,-,-,,Sovereign Gold,-,.003,-,.002,.003,.003,.003,+1.85,.018,.002,
SVM,1683.94,19.814,29.915,.013,-,-,-3.98,-,-,-,-,,Sovereign Metals,-,.09,-1,.083,.09,.10,.09,-8.15,.197,.061,
SPX,858.800,22.256,20.960,.002,-,-,-2.67,-,-,-,-,,Spectrum RareEarths,-,.005,-.1,.004,.005,.005,.005,-14.82,.025,.004,
SPH,-,-,-,3.220,-,-,-174.67,-,-,-,-,,Sphere Minerals,-,-,-,-,2.90,.778,.778,+1.85,.778,.778,
SPI,1830.00,52.326,88.026,.002,-,-,-.43,-,-,-,-,,Spitfire Res,-,.009,-,.008,.009,.009,.008,+1.85,.017,.007,
SPIOA,-,-,12.213,-,-,-,-,-,-,-,-,,  opt mar16,-,-,-,-,.001,.002,.002,+1.85,.002,.001,
SFI,6406.50,397.639,247.368,.035,.01,5.30,-.94,-,-,-,-,,Spookfish,-,.053,-.3,.053,.054,.057,.053,-3.51,.094,.036,
SBM,14400.7,518.489,712.404,.663,.28,4.79,8.05,16.6,-,-,-,,St Barbara,-,1.34,-10,1.325,1.35,1.455,1.315,-5.10,1.47,.07,
SGQ,1026.79,85.017,44.018,.014,-,-,-2.90,-,-,-,-,,St George Min,-,.10,-,.10,.105,.11,.097,+1.85,.13,.041,
SGQOA,35.950,8.572,-,-,-,-,-,-,-,-,-,,  opt jun17,-,.028,+.1,.024,.03,.028,.024,+5.55,.05,.011,
SMR,2625.43,33.399,24.226,.041,-,-,-5.80,-,-,-,-,,Stanmore Coal,-,.185,+3,.185,.21,.23,.155,+21.20,.23,.044,
SRT,93581.1,1116.93,81.432,.013,-,-,-.26,-,-,-,-,,Star Striker,-,.017,-,.016,.017,.017,.014,+1.85,.018,.003,
SRTO,3093.33,48.398,8.830,-,-,-,-,-,-,-,-,,  opt mar16,-,.012,-.1,.011,.013,.013,.01,-5.85,.013,.002,
SRTOA,15653.7,316.626,-,.003,-,-,-,-,-,-,-,,  opt dec17,-,.011,-.1,.01,.011,.011,.009,-6.49,.012,.003,
SVY,54.375,5.598,9.914,.012,-,-,-4.33,-,-,-,-,,Stavely Min,-,.195,-2,.18,.19,.22,.18,-7.46,.484,.14,
SVYO,100.000,.837,-,-,-,-,-,-,-,-,-,,  opt jun16,-,.03,-,.03,.05,.031,.03,+1.85,.04,.03,
SRZ,259.317,8.560,15.616,.007,-,-,-.80,-,-,-,-,,Stellar Res,-,.023,-,.021,.023,.024,.023,+1.85,.043,.02,
SAY,.160,2.874,6.280,.001,-,-,.08,3.8,-,-,-,,Sth American Iron,-,.003,-.1,.003,-,.003,.003,-23.15,.007,.002,
SPB,-,4.130,7.707,.007,-,-,-1.23,-,-,-,-,,South Pacific Res,-,.05,-,.049,.05,.05,.05,+1.85,.09,.04,
SXX,10275.0,79.734,169.269,.003,-,-,.03,10.0,-,-,-,,Sthn Cross Expl,-,.003,-,.003,.004,.004,.003,+1.85,.004,.001,
SWR,-,7.480,3.765,.002,-,-,-4.05,-,-,-,-,,Sthn Crown Res,-,.03,-,.03,.035,.03,.03,+1.85,.049,.025,
SAUDA,468.674,.469,-,.012,-,-,-25.80,-,-,-,-,,Southern Gold,X,.35,-,.33,.36,.40,.31,-,.40,.31,
SUH,33.000,17.131,22.237,.001,-,-,-2.99,-,-,-,-,,Sthn Hem Min,-,.005,-.1,.005,.007,.006,.005,-14.82,.053,.004,
SUHO,-,.185,9.332,-,-,-,-,-,-,-,-,,  opt mar16,-,.004,-,-,.003,.004,.004,+1.85,.015,.004,
SHK,2000.00,20.419,21.477,.001,-,-,-.74,-,-,-,-,,Stone Res Aus,-,.002,-,.002,.003,.002,.002,+1.85,.004,.001,
SHE,-,814.536,162.580,.022,-,-,-.66,-,-,-,-,,Stonehenge Metals,-,.026,-,-,-,.026,.026,+1.85,.06,.004,
SWJ,715.000,48.342,53.958,.012,-,-,-2.30,-,-,-,-,,Stonewall Res,-,.009,-,.008,.01,.009,.009,+1.85,.20,.008,
SRQ,825.800,224.302,395.110,.007,.02,.30,-2.60,-,-,-,-,,Straits Resources,-,.006,-,.005,.007,.006,.006,+1.85,.018,.003,
STA,19858.0,104.539,35.853,.006,-,-,-4.24,-,-,-,-,,Strandline Res,-,.005,-.1,.005,.007,.012,.005,-14.82,.015,.005,
SXA,34.999,9.769,10.969,.007,-,-,-15.81,-,-,-,-,,Strata-X Energy,-,.066,+.3,.063,.066,.066,.064,+6.61,.27,.055,
SXAO,-,.250,-,-,-,-,-,-,-,-,-,,  opt jan17,-,.009,-,.009,-,.009,.009,+1.85,.009,.004,
SOR,5519.55,242.665,11.095,.033,-,-,-.65,-,-,-,-,,Strategic Elements,-,.175,-,.17,.175,.195,.16,+1.85,.39,.025,
SER,790.000,118.291,199.453,.009,-,-,-.64,-,-,-,-,,Strategic Energy,-,.025,-,.025,.027,.026,.025,+1.85,.048,.016,
SMC,-,13.534,526.906,.019,-,-,-.18,-,-,-,-,,Strategic Minerals,R,.025,-,.02,.031,.025,.025,+1.85,.042,.020,
SMCR,62.500,.063,-,-,-,-,-,-,-,-,-,,  rts 05nov,-,.001,-,.001,-,.001,.001,-,.001,.001,
SXT,14079.1,819.404,44.957,.005,-,-,-6.51,-,-,-,-,,Stratum Metals,-,.022,-,.022,.023,.025,.022,+1.85,.032,.003,
STX,8043.99,129.539,300.651,.104,-,-,-1.17,-,-,-,-,,Strike Energy,-,.125,+1.5,.125,.13,.13,.105,+15.48,.15,.09,
SRK,115.295,30.955,13.669,.007,-,-,-.36,-,-,-,-,,Strike Res,-,.049,-,.049,.052,.049,.049,+1.85,.053,.034,
SUM,702.080,18.439,11.990,.032,-,-,-.62,-,-,-,-,,Sumatra Copper,-,.046,-.3,.045,.047,.05,.046,-4.28,.063,.033,
SMM,50.000,.390,.649,.039,-,-,-.10,-,-,-,-,,Summit Res,-,.18,-,.16,.275,.18,.18,+1.85,.25,.165,
SUR,1300.00,469.944,841.446,.005,-,-,-1.80,-,-,-,-,,Sun Resources,-,.001,-,.002,.001,.001,.001,+1.85,.008,.001,
SURO,-,.500,22.357,-,-,-,-,-,-,-,-,,  opt sep17,-,.001,-,-,.001,.001,.001,+1.85,.002,.001,
SNY,301.923,15.964,10.266,.009,-,-,-4.40,-,-,-,-,,Sunbird Energy,-,.065,-.2,.05,.06,.065,.06,-1.14,.22,.045,
SEA,5183.17,518.676,369.506,.168,-,-,-4.19,-,-,-,-,,Sundance Energy,-,.30,-5,.295,.30,.36,.29,-12.44,1.165,.24,
SDL,11660.3,1213.04,2114.75,.056,-,-,-2.34,-,-,-,-,,Sundance Res,-,.018,+.1,.017,.018,.018,.016,+7.73,.061,.014,
SPQ,-,23.313,10.312,.002,-,-,-.24,-,-,-,-,,Superior Res,-,.01,-,.01,.013,.01,.01,+1.85,.015,.006,
SWE,69.500,23.430,50.887,.010,-,-,-7.72,-,-,-,-,,Swala Energy,-,.06,-.8,.06,.068,.071,.06,-9.92,.18,.043,
SMD,5809.54,26.517,61.684,.003,-,-,-.37,-,-,-,-,,Syndicated Metals,-,.009,-.9,.008,.009,.022,.008,-48.15,.039,.008,
SYS,-,9.642,17.119,-,-,-,-.07,-,-,-,-,,Syngas,-,.001,-,.001,.002,.001,.001,+1.85,.002,.001,
SYR,2772.30,176.616,84.524,.726,-,-,-7.08,-,-,-,-,,Syrah Res,-,3.15,+1,2.95,3.20,3.22,2.97,+2.17,4.703,2.39,
TLG,722.200,58.023,135.106,.054,-,-,-4.56,-,-,-,-,,Talga Res,-,.39,+1,.38,.39,.395,.37,+4.48,.50,.215,
TLGO,106.005,3.800,1.640,-,-,-,-,-,-,-,-,,  opt nov15,-,.03,-1,.03,.04,.04,.027,-23.15,.20,.021,
TLM,575.013,96.099,55.953,.088,-,-,-5.27,-,-,-,-,,Talisman Min,-,.59,-3,.575,.58,.61,.56,-2.99,.785,.13,
TPD,340.400,31.831,39.362,.003,-,-,-5.43,-,-,-,-,,Talon Pet,-,.011,+.1,.011,.013,.012,.011,+11.85,.024,.008,
TMK,-,30.943,13.658,.003,-,-,-.26,-,-,-,-,,Tamaska Oil Gas,R,.004,-,.002,.005,.004,.004,+1.85,.009,.003,
TAM,3238.53,250.161,173.159,.078,-,-,-.56,-,-,-,-,,Tanami Gold,-,.066,+.4,.065,.067,.067,.061,+8.30,.068,.011,
TRL,25.000,19.481,25.342,.007,-,-,-.24,-,-,-,-,,Tanga Resources,-,.023,-.5,.015,.023,.028,.023,-16.01,.04,.017,
TRLOA,-,.600,.200,-,-,-,-,-,-,-,-,,  opt dec16,-,.004,-,.002,.004,.004,.004,+1.85,.004,.002,
TAP,93.828,106.103,81.754,.060,.40,.61,-29.80,-,-,-,-,,Tap Oil,-,.245,-1,.245,.25,.255,.24,-2.07,.64,.175,
TEX,424.473,40.284,36.704,.003,-,-,-4.90,-,-,-,-,,Target Energy,-,.003,-,.003,.004,.003,.003,+1.85,.046,.002,
TEXO,-,2.455,-,-,-,-,-,-,-,-,-,,  opt feb17,-,-,-,-,.001,.001,.001,+1.85,.001,.001,
TAR,-,52.722,46.261,.002,-,-,-5.50,-,-,-,-,,Taruga Gold,X,.085,-,.089,.092,.085,.085,+1.85,.325,.005,
TAS,5495.54,99.454,27.210,.021,-,-,-1.40,-,-,-,-,,Tasman Res,-,.065,+1.2,.064,.069,.073,.053,+24.49,.078,.014,
TASO,1428.00,15.838,-,.002,-,-,-,-,-,-,-,,  opt mar18,-,.03,+.5,.024,.034,.03,.022,+21.85,.041,.004,
