Industrial Market - Daily,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"XAO 4734.1 at 2011-03-21T16:38:31. Report at Monday, March 21, 2011. Processed Friday at 2011-03-25.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio
0.009,0.002,0.002,0.002,TNC,Transol Corp,0.002,-,5523,0.002,0.003,-,,-,-,-,-0.1,-
0.003,0.001,-,-,TNCOA,  opt may11,0.001,-,-,-,0.001,-,,-,-,-,-,-
1.5,0.92,1.23,1.135,TPI,Transpacific Indust,1.195,-2,26574,1.145,1.2,-,,-,-0.21,-,6.7,17.8
5.45,4.13,5.14,5.06,TCL,Transurban Grp stp,5.14,7,27818,5.11,5.14,25,,0.24,2.73,4.86,5.9,87.1
0.22,0.14,-,-,TFS,Tranzact Fin Service,0.2,-,-,0.2,0.22,0.6,f,2.33,0.06,3,1.4,14.3
0.005,0.001,-,-,TFSOA,  opt oct12,0.005,-,-,0.005,-,-,,-,-,-,-,-
6.3,4.3,4.82,4.6,TRG,Treasury Grp,4.63,13,71,4.65,4.82,28,f,1.62,2.53,6.05,45.46,10.2
0.35,0.3,-,-,TYO,Treyo Leisure,0.335,-,-,-,0.34,-,,-,0.11,-,0.88,38.1
0.125,0.05,0.12,0.115,TCQ,Trinity Grp stp,0.12,0.5,127,0.115,0.12,-,,-,0.18,-,-5.98,-
0.75,0.46,0.75,0.745,TJN,Trojan Equity,0.745,-,460,0.74,0.745,3.6,,5.42,0.77,4.83,19.5,3.8
0.155,0.04,-,-,TSH,TSV Hldgs,0.04,-,-,0.04,0.05,-,,-,0.06,-,-15.12,-
0.089,0.049,-,-,TTA,TTA Hldgs,0.05,-,-,0.045,0.053,0.6,,-,0.07,12,-1.77,-
0.016,0.005,-,-,TVN,TVN Corp,0.009,-,-,0.009,0.01,-,,-,-,-,-0.16,-
0.049,0.023,0.025,0.025,TTV,Two Way,0.025,-,4317,0.025,0.027,-,,-,-,-,-0.34,-
0.14,0.046,-,-,TWT,TWT Grp,0.06,-,-,0.062,0.089,-,,-,0.29,-,0.17,35.3
0.017,0.005,0.006,0.005,TDX,Tyrian Diagnostics,0.005,-0.1,24552,0.005,0.006,-,,-,0.01,-,-0.79,-
0.004,0.001,0.004,0.003,TDXO,  opt dec13,0.004,0.1,20000,0.002,0.004,-,,-,-,-,-,-
0.932,0.23,0.29,0.285,TZL,TZ,0.29,0.5,40,0.26,0.29,-,,-,-0.04,-,-33.15,-
15.93,12.72,15.28,15.01,UGL,UGL,15.15,1,5324,15.13,15.35,67,f,1.4,0.18,4.42,93.5,16.2
0.35,0.08,-,-,UCW,UnderCoverWear,0.085,-,-,0.085,0.1,1.25,,-,0.06,14.71,-21.1,-
1.35,0.66,0.86,0.82,UNS,Unilife Corp cdi,0.845,6.5,14879,0.835,0.845,-,,-,0.16,-,-104.09,-
0.37,0.255,0.36,0.35,UOS,United Overseas Aust,0.36,1,1220,0.34,0.38,2,,4.91,0.65,5.56,9.81,3.7
1.765,1.25,1.35,1.33,UBI,Universal Biosensors cdi,1.35,4.5,59,1.305,1.35,-,,-,0.3,-,-4,-
0.147,0.027,-,-,USH,US Masters Hldgs,0.44,-,-,-,-,-,,-,0.09,-,-5.69,-
0.62,0.2,0.28,0.28,UCM,USCOM,0.28,4,125,0.29,0.305,-,,-,0.06,-,-4.8,-
0.735,0.435,0.63,0.605,UXC,UXC,0.62,1.5,14371,0.615,0.63,-,,-,0.01,-,-5.96,-
2.8,0.96,1.115,1.085,VPG,Valad Property Grp forus,1.1,2,3867,1.08,1.12,-,,-,2.32,-,-46.6,-
8.08,7.16,-,-,VBP,Van Eyk Blueprint unt,8.08,-,-,-,-,46,,1.36,7.76,5.69,62.37,13
1.2,0.679,0.75,0.74,VTP,Van Eyk Three Pillar,0.745,-1.5,46,0.745,0.75,25,f,-,0.9,33.56,-13.47,-
0.54,0.2,0.23,0.22,VMG,VDM Grp,0.22,-1,3443,0.22,0.23,2,,-,0.39,9.09,-1.92,-
5.1,4.25,-,-,VELCP,Vealls capital,5.1,-,-,5.05,10.3,0.5,,100.3,0.07,0.1,50.15,10.2
2.052,1.65,-,-,VELIN,  income,1.65,-,-,-,1.85,9.9,,-,-,6,-,-
3,3,-,-,VELPA,  7% cum pf,3,-,-,-,-,0.7,,-,-,0.23,-,-
0.007,0.002,-,-,VGP,Verticon Grp,0.004,-,-,0.004,0.007,-,,-,-,-,-2.91,-
0.044,0.009,0.011,0.011,VIL,Verus Invest,0.011,-,6000,0.01,0.011,-,,-,-,-,-0.15,-
0.004,0.003,-,-,VILO,  opt mar12,0.004,-,-,0.003,-,-,,-,-,-,-,-
0.16,0.061,-,-,VES,Vesture,0.15,-,-,-,0.14,-,,-,-0.02,-,-2.22,-
1.82,0.25,-,-,VIA,Viagold Capital,1.2,-,-,-,1.2,-,,-,0.55,-,80,1.5
0.25,0.11,-,-,VIE,Viento Grp,0.175,-,-,0.175,0.205,-,,-,0.23,-,4.96,3.5
0.66,0.225,-,-,VII,Vietnam Industrial,0.5,-,-,-,0.47,-,,-,0.31,-,4.84,10.3
3.681,1.826,3.38,3.29,VRL,Village Roadshow,3.37,2,766,3.35,3.38,8,p,7.42,-1.98,2.37,59.33,5.7
0.079,0.028,0.043,0.04,VLA,Viralytics,0.041,-0.1,4969,0.041,0.042,-,,-,0.01,-,-0.83,-
0.098,0.025,0.028,0.028,VHL,Virax Hldgs,0.028,-,801,0.027,0.028,-,,-,-,-,-0.86,-
0.74,0.28,0.33,0.32,VBA,Virgin Blue Hldgs,0.33,-,230472,0.325,0.33,-,,-,0.41,-,-1.2,-
0.61,0.125,0.185,0.18,VGH,Vision Grp Hldgs,0.185,1,1184,0.18,0.185,2.5,,-,-0.94,13.51,-75.89,-
0.32,0.2,0.27,0.27,VTG,Vita Grp,0.27,-3,50,0.27,0.29,2,f,2.27,0.01,7.41,4.55,5.9
0.3,0.1,0.28,0.27,VSC,Vita Life Sciences,0.27,-1,34,0.27,0.28,0.5,f,16.44,0.15,1.85,8.22,3.3
12.18,7.7,11.34,11.21,VTA,Viterra Inc cdi,11.21,-28,16,11.16,11.19,4.3,,9.09,-,0.38,39.09,28.7
0.165,0.04,0.045,0.042,VMT,VMoto,0.045,0.1,1195,0.042,0.045,-,,-,0.02,-,-0.96,-
50.63,38.64,47.74,47.43,VEU,Vngd All-World ex-US cdi,47.74,31,31,47.74,54.3,-,,-,-,-,-,-
53.31,47.5,49.69,49.64,VAP,Vngd Aust Property etf unt,49.64,-9,2,49.47,50,-,,-,-,-,-,-
67.08,53.85,60.5,59.84,VAS,Vngd Aust Shares etf unt,60.37,38,150,59.18,60.95,-,p,-,-,-,-,-
71,59.98,67,66.84,VTS,Vngd US Total Market cdi,66.84,-25,11,66,67.5,-,,-,-,-,-,-
2.9,0.333,2.38,2.32,VOC,Vocus Comms,2.38,5,2291,2.34,2.38,-,,-,-0.11,-,31.95,7.4
0.01,0.004,-,-,WAG,WAG,0.006,-,-,0.005,0.007,-,,-,-,-,-0.1,-
0.07,0.02,0.06,0.06,WAB,Wallace Absolute,0.06,-,570,0.06,0.07,-,,-,0.03,-,-2.38,-
1.12,0.87,1.04,1.035,WAA,WAM Active,1.04,2,350,1.035,1.05,7,f,0.38,1.2,6.73,2.66,39.1
0.03,0.003,-,-,WAAO,  opt apr11,0.003,-,-,-,0.002,-,,-,-,-,-,-
1.66,1.12,1.655,1.64,WAM,WAM Capital,1.655,1.5,1808,1.64,1.655,9,f,1.67,1.76,5.44,15.01,11
0.81,0.613,0.77,0.75,WAX,WAM Research,0.765,1.5,1110,0.765,0.77,5.6,f,1.07,0.94,7.32,5.99,12.8
3.111,2.44,2.55,2.51,WHS,Warehouse Grp,2.55,4,55,2.47,2.55,19.94,,0.71,0.73,7.82,14.11,18.1
4.6,2.745,4.35,4.34,WCB,Warrnambool Cheese,4.35,1,55,4.33,4.35,12,f,7.13,3.2,2.76,85.6,5.1
0.048,0.009,0.034,0.034,WAS,Wasabi Energy,0.034,-,1000,0.034,0.035,-,,-,-,-,-0.52,-
0.24,0.089,0.105,0.105,WRG,Water Res Grp,0.105,1.6,465,0.096,0.105,-,,-,-,-,-,-
1.65,0.92,-,-,WAT,Waterco,1.4,-,-,1.4,1.55,9,f,1.51,-,6.43,13.6,10.3
1.95,1.185,1.525,1.475,WTP,Watpac,1.48,-0.5,2742,1.475,1.51,8,f,1.4,1.45,5.41,11.16,13.3
0.74,0.065,0.74,0.65,WAL,Wavenet Int'l,0.73,11.5,1608,0.685,0.725,-,,-,0.39,-,-0.03,-
0.88,0.315,0.67,0.65,WDS,WDS,0.67,1,410,0.65,0.67,1,f,-,0.56,1.49,-4.44,-
0.265,0.05,0.145,0.14,WFM,Webfirm Grp,0.145,0.5,2490,0.145,0.15,-,,-,0.03,-,-1.38,-
2.71,1.8,2.05,2,WEB,Webjet,2,-,1397,2,2.03,10.5,f,1.31,0.45,5.25,13.72,14.6
0.58,0.32,0.45,0.45,WBA,Webster,0.45,-2,1150,0.435,0.465,-,,-,0.88,-,-1.35,-
1.4,1.202,-,-,WBAPA,  9% cum pf,1.4,-,-,1.3,-,9,,-,-,6.43,-,-
2.6,1.7,2.46,2.46,WLL,Wellcom Grp,2.46,-,50,2.46,2.49,15.5,f,1.44,0.56,6.3,22.26,11.1
0.1,0.06,-,-,WWM,Wentworth Hldgs,0.07,-,-,0.07,0.078,0.5,,3.42,-0.02,7.14,1.71,4.1
35.26,27.09,31.13,30.83,WES,Wesfarmers,31.07,-23,19306,31.05,31.1,135,f,1.19,-,4.35,161.1,19.3
35.6,26.57,31.5,31,WESN,  part prot,31.48,18,743,31.4,31.48,135,,-,-,4.29,-,-
8.44,5.12,5.28,5.19,WAN,West Aust News,5.23,6,19115,5.23,5.25,45,f,1,0.08,8.6,45.1,11.6
10.508,8.91,9.41,9.19,WDC,Westfield Grp stp,9.4,-2,94949,9.37,9.42,63.56,,0.76,7.18,6.76,48.14,19.5
2.75,2.49,2.57,2.53,WRT,Westfield Retail Tr stp,2.57,2,105657,2.55,2.58,-,,-,-,-,-,-
1.21,0.935,1.07,1.05,WIC,Westoz Inv,1.07,2,250,1.065,1.07,10.5,f,1.5,1.67,9.81,15.8,6.8
0.2,0.04,0.08,0.08,WICO,  opt jun12,0.08,-2,165,0.075,0.15,-,,-,-,-,-,-
28.43,20.56,22.88,22.4,WBC,Westpac Banking,22.78,15,71625,22.76,22.79,139,f,1.54,8.96,6.1,214.2,10.6
3.46,2.76,2.9,2.86,WHF,Whitefield,2.86,-,691,2.86,2.9,17,f,0.25,3.35,5.94,4.28,66.8
1.345,1.345,-,-,WHFPA,  8% cum pf,1.345,-,-,-,-,8,,-,-,5.95,-,-
1.175,0.9,0.96,0.945,WHG,WHK Grp,0.945,-,6809,0.945,0.95,7,f,1.14,0.14,7.41,7.95,11.9
11.26,9.25,10,9.61,WBB,Wide Bay Aust,9.61,-39,104,9.61,9.99,61,f,1.13,4.24,6.35,68.78,14
1.86,0.85,-,-,WIG,Wilson HTM Inv,0.85,-,-,0.85,0.93,2,f,-,0.63,2.35,-12.9,-
30.18,25.52,26.03,25.83,WOW,Woolworths,25.95,-45,32932,25.95,25.96,119,f,1.43,1.87,4.59,170.11,15.3
0.15,0.014,-,-,WNS,World.Net Services,0.014,-,-,0.012,-,-,,-,-0.04,-,-0.07,-
0.011,0.003,-,-,WRR,World Reach,0.004,-,-,0.004,0.005,-,,-,-,-,-0.11,-
0.1,0.014,-,-,WWG,World Wide Ent Grp,0.014,-,-,0.014,0.04,-,,-,-,-,-22,-
31.67,19.95,29.92,29.36,WOR,WorleyParsons,29.7,-39,8441,29.48,29.71,76,f,1.5,0.39,2.56,114.1,26
8.08,4.07,5.15,4.99,WTF,Wotif.com Hldgs,5.03,-12,3700,4.98,5.04,22,f,1.1,-0.01,4.37,24.18,20.8
0.215,0.058,-,-,XXL,Xiaoxiao Education,0.063,-,-,0.06,0.08,-,,-,0.1,-,-2.05,-
0.23,0.12,0.19,0.19,XRF,XRF Scientific,0.19,0.5,132,0.185,0.19,-,,-,0.05,-,1.13,16.8
0.038,0.021,-,-,XTE,XTEK,0.033,-,-,0.03,0.032,-,,-,0.01,-,-2.1,-
0.35,0.1,-,-,YHL,Yanghao Int'l,-,-,-,-,0.1,-,,-,-0.8,-,-19.9,-
0.275,0.2,-,-,ZHE,Zheng He Global Cap,0.205,-,-,0.205,0.24,-,,-,-,-,-,-
0.385,0.115,0.37,0.36,ZGL,Zicom Grp,0.36,-,3212,0.355,0.36,0.95,f,6.13,0.23,2.64,5.82,6.2
0.095,0.02,-,-,ZMG,Zingmobile Grp cdi,0.08,-,-,0.05,0.069,-,,-,0.02,-,0.02,400
0.15,0.017,0.115,0.11,ZYL,Zylotech,0.115,0.5,171587,0.11,0.115,-,,-,0.01,-,-0.17,-
